business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,address2
77781,Grubbin',1404 Taraval St,San Francisco,CA,94116,NA,NA,,14155216029,77781_20160512,5/12/2016 0:00,96,Routine - Unscheduled,77781_20160512_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"1404 Taraval St, San Francisco, CA"
91808,Payne Mansion Hotel,1409 Sutter St.,San Francisco,CA,94109,NA,NA,,NA,91808_20170609,6/9/2017 0:00,96,Routine - Unscheduled,91808_20170609_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"1409 Sutter St., San Francisco, CA"
90580,Biondivino,1415 Green St,San Francisco,CA,94109,NA,NA,,14155672320,90580_20170315,3/15/2017 0:00,100,Routine - Unscheduled,,,,"1415 Green St, San Francisco, CA"
81383,Sammy's Cafe,1416 Bush St,San Francisco,CA,94109,NA,NA,,NA,81383_20171211,12/11/2017 0:00,94,Routine - Unscheduled,81383_20171211_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,"1416 Bush St, San Francisco, CA"
78793,Amal's Deli,1416 Haight St,San Francisco,CA,94117,NA,NA,,14155627457,78793_20150930,9/30/2015 0:00,NA,New Construction,,,,"1416 Haight St, San Francisco, CA"
84735,Hippie Thai Street Food,1418 Haight St,San Francisco,CA,94117,NA,NA,,14155275380,84735_20160119,1/19/2016 0:00,NA,New Ownership,84735_20160119_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"1418 Haight St, San Francisco, CA"
94710,People's Bistro,1419 Haight  St,San Francisco,CA,94117,NA,NA,,NA,94710_20180227,2/27/2018 0:00,62,Routine - Unscheduled,94710_20180227_103154,Unclean or degraded floors walls or ceilings,Low Risk,"1419 Haight  St, San Francisco, CA"
83951,People's Cafe,1419 Haight St,San Francisco,CA,94117,NA,NA,,14155558842,83951_20150714,7/14/2015 0:00,NA,New Ownership,,,,"1419 Haight St, San Francisco, CA"
77157,Juice Shop,142 02nd St,San Francisco,CA,94105,NA,NA,,NA,77157_20151002,10/2/2015 0:00,96,Routine - Unscheduled,77157_20151002_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"142 02nd St, San Francisco, CA"
81987,Celtic Coffee Company,142 McAllister St,San Francisco,CA,94102,NA,NA,,NA,81987_20160627,6/27/2016 0:00,83,Routine - Unscheduled,81987_20160627_103156,Permit license or inspection report not posted,Low Risk,"142 McAllister St, San Francisco, CA"
69397,Minna SF Group LLC,142 Minna St,San Francisco,CA,94105,NA,NA,,NA,69397_20170203,2/3/2017 0:00,64,Routine - Unscheduled,69397_20170203_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"142 Minna St, San Francisco, CA"
81857,I-Pot,1420 Irving St,San Francisco,CA,94122,NA,NA,,14155806657,81857_20150519,5/19/2015 0:00,NA,New Construction,,,,"1420 Irving St, San Francisco, CA"
76373,Alta CA,1420 Market St,San Francisco,CA,94102,NA,NA,,NA,76373_20160421,4/21/2016 0:00,89,Routine - Unscheduled,76373_20160421_103143,Inadequate warewashing facilities or equipment,Low Risk,"1420 Market St, San Francisco, CA"
91459,Kui Shin Bo #2,1424 Lombard St,San Francisco,CA,94109,NA,NA,,14155305106,91459_20171018,10/18/2017 0:00,77,Routine - Unscheduled,91459_20171018_103103,High risk food holding temperature,High Risk,"1424 Lombard St, San Francisco, CA"
70912,Folsom Street Foundry,1425 Folsom St,San Francisco,CA,94103,NA,NA,,NA,70912_20160707,7/7/2016 0:00,100,Routine - Unscheduled,,,,"1425 Folsom St, San Francisco, CA"
87511,King Lee's Chinese Restaurant,1426 Fillmore St,San Francisco,CA,94115,NA,NA,,NA,87511_20170426,4/26/2017 0:00,74,Routine - Unscheduled,87511_20170426_103120,Moderate risk food holding temperature,Moderate Risk,"1426 Fillmore St, San Francisco, CA"
86147,Dijon Burger,1428 Polk St,San Francisco,CA,94109,NA,NA,,NA,86147_20160412,4/12/2016 0:00,NA,Complaint,,,,"1428 Polk St, San Francisco, CA"
71441,Evas Coffee,1443 A Lombard St,San Francisco,CA,94123,NA,NA,,NA,71441_20151103,11/3/2015 0:00,96,Routine - Unscheduled,71441_20151103_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"1443 A Lombard St, San Francisco, CA"
91038,Hazel Southern Bar and Kitchen,1446 Market St,San Francisco,CA,94102,NA,NA,,NA,91038_20171121,11/21/2017 0:00,92,Routine - Unscheduled,91038_20171121_103139,Improper food storage,Low Risk,"1446 Market St, San Francisco, CA"
81674,Jersey,145 02nd St,San Francisco,CA,94105,NA,NA,,14155295408,81674_20170228,2/28/2017 0:00,66,Routine - Unscheduled,81674_20170228_103112,No hot water or running water,High Risk,"145 02nd St, San Francisco, CA"
93223,The Danish & Donut Corner,145 Columbus Ave,San Francisco,CA,94133,NA,NA,,NA,93223_20171025,10/25/2017 0:00,NA,New Ownership,,,,"145 Columbus Ave, San Francisco, CA"
88264,MAC Daddy,1453 18th St.,San Francisco,CA,94107,NA,NA,,14155876670,88264_20161021,10/21/2016 0:00,NA,New Ownership,88264_20161021_103105,Improper cooling methods,High Risk,"1453 18th St., San Francisco, CA"
87793,Bon Appetit Management Company,"1455 Market St    Lower Level Kitchen, Gr. Floor",San Francisco,CA,94103,NA,NA,,14157814997,87793_20160719,7/19/2016 0:00,NA,New Construction,,,,"1455 Market St    Lower Level Kitchen, Gr. Floor, San Francisco, CA"
91080,"BlueStar Refreshment Services @ Uber Technologies, Inc","1455 Market St Floors 4, 5, 10",San Francisco,CA,94103,NA,NA,,NA,91080_20171221,12/21/2017 0:00,NA,New Construction,,,,"1455 Market St Floors 4, 5, 10, San Francisco, CA"
91079,"BlueStar Refreshment Services @ Uber Technologies, Inc","1455 Market St,  Floors 11, 14, 15",San Francisco,CA,94103,NA,NA,,NA,91079_20171221,12/21/2017 0:00,NA,New Construction,,,,"1455 Market St,  Floors 11, 14, 15, San Francisco, CA"
88100,Kagawa-ya Udon Noodle Company,"1455 Market St., Suite 3A",San Francisco,CA,94103,NA,NA,,14155565823,88100_20170626,6/26/2017 0:00,94,Routine - Unscheduled,88100_20170626_103142,Unclean nonfood contact surfaces,Low Risk,"1455 Market St., Suite 3A, San Francisco, CA"
93314,Bizza,1463 Haight St,San Francisco,CA,94117,NA,NA,,NA,93314_20171102,11/2/2017 0:00,NA,Non-inspection site visit,,,,"1463 Haight St, San Francisco, CA"
78794,"Joyride Coffee Distributors, LLC",1485 Yosemite Ave,San Francisco,CA,94124,NA,NA,,NA,78794_20170120,1/20/2017 0:00,98,Routine - Unscheduled,78794_20170120_103156,Permit license or inspection report not posted,Low Risk,"1485 Yosemite Ave, San Francisco, CA"
82340,Cookie Love,1488 Pine St,San Francisco,CA,94109,NA,NA,,NA,82340_20170929,9/29/2017 0:00,98,Routine - Unscheduled,82340_20170929_103161,Low risk vermin infestation,Low Risk,"1488 Pine St, San Francisco, CA"
83998,Cala Restaurant,149 Fell St,San Francisco,CA,94102,NA,NA,,NA,83998_20160516,5/16/2016 0:00,NA,Reinspection/Followup,,,,"149 Fell St, San Francisco, CA"
90930,Olea Restaurant,1494 California St,San Francisco,CA,94109,NA,NA,,NA,90930_20170615,6/15/2017 0:00,NA,New Ownership,,,,"1494 California St, San Francisco, CA"
80669,Al's Place,1499 Valencia St,San Francisco,CA,94110,NA,NA,,14155605186,80669_20160324,3/24/2016 0:00,88,Routine - Unscheduled,80669_20160324_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,"1499 Valencia St, San Francisco, CA"
87639,Golden Burma Restaurant,15 Boardman Place,San Francisco,CA,94103,NA,NA,,14155738282,87639_20160707,7/7/2016 0:00,87,Routine - Unscheduled,87639_20160707_103102,Unclean hands or improper use of gloves,High Risk,"15 Boardman Place, San Francisco, CA"
71780,Veterans Commons,150 Otis St,San Francisco,CA,94103,NA,NA,,14155254788,71780_20160324,3/24/2016 0:00,NA,Routine - Unscheduled,71780_20160324_103129,Insufficient hot water or running water,Moderate Risk,"150 Otis St, San Francisco, CA"
90139,The Spicy Shrimp,150 Waverly Pl,San Francisco,CA,94108,NA,NA,,NA,90139_20170425,4/25/2017 0:00,NA,New Ownership,90139_20170425_103134,Other moderate risk violation,Moderate Risk,"150 Waverly Pl, San Francisco, CA"
93536,Nook,1500 Hyde St,San Francisco,CA,94109,NA,NA,,14155978012,93536_20171106,11/6/2017 0:00,NA,New Ownership,,,,"1500 Hyde St, San Francisco, CA"
86990,Allstars Cafe Inc,1500 Market St,San Francisco,CA,94102,NA,NA,,14155259888,86990_20161103,11/3/2016 0:00,78,Routine - Unscheduled,86990_20161103_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,"1500 Market St, San Francisco, CA"
78389,Bar Oda,1500 Owens St,San Francisco,CA,94107,NA,NA,,NA,78389_20161220,12/20/2016 0:00,81,Routine - Unscheduled,78389_20161220_103114,High risk vermin infestation,High Risk,"1500 Owens St, San Francisco, CA"
81166,Subway Sandwiches #61241,1501 B Sloat Blvd,San Francisco,CA,94123,NA,NA,,14155981866,81166_20160617,6/17/2016 0:00,87,Routine - Unscheduled,81166_20160617_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,"1501 B Sloat Blvd, San Francisco, CA"
93423,Obour Foods,1501 Cortland Ave.,San Francisco,CA,94110,NA,NA,,NA,93423_20171103,11/3/2017 0:00,NA,New Ownership,93423_20171103_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,"1501 Cortland Ave., San Francisco, CA"
94175,Lucky Ocean Cafe,1501 Ocean Ave,San Francisco,CA,94112,NA,NA,,NA,94175_20180202,2/2/2018 0:00,NA,New Ownership,94175_20180202_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,"1501 Ocean Ave, San Francisco, CA"
92352,Khamsa,1503 15th St.,San Francisco,CA,94103,NA,NA,,NA,92352_20180111,1/11/2018 0:00,NA,New Construction,,,,"1503 15th St., San Francisco, CA"
94689,Marina Round Table,1503 North Point St,San Francisco,CA,94123,NA,NA,,NA,94689_20180320,3/20/2018 0:00,NA,New Ownership,,,,"1503 North Point St, San Francisco, CA"
78722,Arang Restaurant,1506 Fillmore St,San Francisco,CA,94115,NA,NA,,NA,78722_20161104,11/4/2016 0:00,NA,Reinspection/Followup,,,,"1506 Fillmore St, San Francisco, CA"
82142,The Noodle House,1507 Sloat Blvd,San Francisco,CA,94132,NA,NA,,14155569921,82142_20160705,7/5/2016 0:00,NA,Reinspection/Followup,,,,"1507 Sloat Blvd, San Francisco, CA"
90705,Club Deluxe,1509 Haight St,San Francisco,CA,94117,NA,NA,,14150332658,90705_20170303,3/3/2017 0:00,96,Routine - Unscheduled,90705_20170303_103139,Improper food storage,Low Risk,"1509 Haight St, San Francisco, CA"
70425,Peet's Coffee & Tea,1509 SLOAT Blvd,San Francisco,CA,94132,NA,NA,,14150592100,70425_20161007,10/7/2016 0:00,94,Routine - Unscheduled,70425_20161007_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,"1509 SLOAT Blvd, San Francisco, CA"
87339,In Situ,151 3rd St,San Francisco,CA,94103,NA,NA,,NA,87339_20160510,5/10/2016 0:00,NA,New Construction,,,,"151 3rd St, San Francisco, CA"
87470,Cafe 5,151 3rd St Level 5,San Francisco,CA,94103,NA,NA,,NA,87470_20160429,4/29/2016 0:00,NA,New Construction,,,,"151 3rd St Level 5, San Francisco, CA"
84196,The Bagel Bakery Cafe,151 Townsend St,San Francisco,CA,94107,NA,NA,,NA,84196_20150722,7/22/2015 0:00,90,Routine - Unscheduled,84196_20150722_103154,Unclean or degraded floors walls or ceilings,Low Risk,"151 Townsend St, San Francisco, CA"
83567,"Williams-Sonoma, Inc.",151 Union St,San Francisco,CA,94111,NA,NA,,NA,83567_20160627,6/27/2016 0:00,88,Routine - Unscheduled,83567_20160627_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"151 Union St, San Francisco, CA"
95174,Ahipoki Bowl,1511 Sloat Blvd,San Francisco,CA,94132,NA,NA,,NA,95174_20180328,3/28/2018 0:00,NA,New Ownership,,,,"1511 Sloat Blvd, San Francisco, CA"
93936,I'A Poke,1515 Fillmore St,San Francisco,CA,94114,NA,NA,,NA,93936_20180131,1/31/2018 0:00,NA,New Ownership,,,,"1515 Fillmore St, San Francisco, CA"
90093,"Berber Group, LLC",1516 Broadway St,San Francisco,CA,94109,NA,NA,,NA,90093_20170119,1/19/2017 0:00,NA,New Ownership,,,,"1516 Broadway St, San Francisco, CA"
87645,Batter Bakery,1517 Pine St,San Francisco,CA,94109,NA,NA,,NA,87645_20160912,9/12/2016 0:00,96,Routine - Unscheduled,87645_20160912_103139,Improper food storage,Low Risk,"1517 Pine St, San Francisco, CA"
86133,Jamba Juice,152 Kearny St,San Francisco,CA,94108,NA,NA,,NA,86133_20160727,7/27/2016 0:00,92,Routine - Unscheduled,86133_20160727_103144,Unapproved or unmaintained equipment or utensils,Low Risk,"152 Kearny St, San Francisco, CA"
83804,Wise Sons Delicatessen,1520 Fillmore St,San Francisco,CA,94115,NA,NA,,NA,83804_20161121,11/21/2016 0:00,86,Routine - Unscheduled,83804_20161121_103120,Moderate risk food holding temperature,Moderate Risk,"1520 Fillmore St, San Francisco, CA"
92576,Fillmore Social Club,1521 Eddy St,San Francisco,CA,94115,NA,NA,,NA,92576_20171213,12/13/2017 0:00,NA,New Ownership,,,,"1521 Eddy St, San Francisco, CA"
89964,Boba Guys,1522 Fillmore St.,San Francisco,CA,94115,NA,NA,,NA,89964_20170112,1/12/2017 0:00,NA,New Ownership,,,,"1522 Fillmore St., San Francisco, CA"
90238,USA Power Market,1524 \ Ave,San Francisco,CA,94112,NA,NA,,14155331878,90238_20170131,1/31/2017 0:00,84,Routine - Unscheduled,90238_20170131_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"1524 \ Ave, San Francisco, CA"
84657,Grubstake,1525 Pine St,San Francisco,CA,94109,NA,NA,,NA,84657_20160512,5/12/2016 0:00,98,Routine - Unscheduled,84657_20160512_103139,Improper food storage,Low Risk,"1525 Pine St, San Francisco, CA"
89416,Nobhill Pizza & Shawerma,1534 California St,San Francisco,CA,94109,NA,NA,,14155772525,89416_20171006,10/6/2017 0:00,94,Routine - Unscheduled,89416_20171006_103157,Food safety certificate or food handler card not available,Low Risk,"1534 California St, San Francisco, CA"
78981,Origin,1538 Fillmore St,San Francisco,CA,94115,NA,NA,,NA,78981_20160811,8/11/2016 0:00,NA,Reinspection/Followup,,,,"1538 Fillmore St, San Francisco, CA"
69705,Daniel's Cafe,154 Ellis St,San Francisco,CA,94102,NA,NA,,NA,69705_20161117,11/17/2016 0:00,88,Routine - Unscheduled,69705_20161117_103157,Food safety certificate or food handler card not available,Low Risk,"154 Ellis St, San Francisco, CA"
89335,Breaking Bad Sandwiches,154 McAllister St,San Francisco,CA,94102,NA,NA,,NA,89335_20170214,2/14/2017 0:00,NA,New Ownership,89335_20170214_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,"154 McAllister St, San Francisco, CA"
79783,Sixth Course,1544 15th St,San Francisco,CA,94103,NA,NA,,14155726872,79783_20160614,6/14/2016 0:00,96,Routine - Unscheduled,79783_20160614_103133,Foods not protected from contamination,Moderate Risk,"1544 15th St, San Francisco, CA"
74866,Tacolicious,1548 Stockton St,San Francisco,CA,94133,NA,NA,,NA,74866_20160613,6/13/2016 0:00,94,Routine - Unscheduled,74866_20160613_103120,Moderate risk food holding temperature,Moderate Risk,"1548 Stockton St, San Francisco, CA"
93826,Donuts & Things,1549 Polk St,San Francisco,CA,94109,NA,NA,,NA,93826_20171221,12/21/2017 0:00,NA,New Ownership,,,,"1549 Polk St, San Francisco, CA"
91210,Fifth St. Cafe Corporation,155 5th St.,San Francisco,CA,94103,NA,NA,,NA,91210_20170918,9/18/2017 0:00,NA,New Ownership,91210_20170918_103141,Improper food labeling or menu misrepresentation,Low Risk,"155 5th St., San Francisco, CA"
91189,Peet's Coffee and Tea,155 Montgomery St,San Francisco,CA,94104,NA,NA,,NA,91189_20180320,3/20/2018 0:00,NA,New Construction,,,,"155 Montgomery St, San Francisco, CA"
85679,Delicioso Creperie,1550 Bryant St,San Francisco,CA,94103,NA,NA,,NA,85679_20151119,11/19/2015 0:00,NA,New Ownership,,,,"1550 Bryant St, San Francisco, CA"
85971,"Asana, Inc.",1550 Bryant St #300,San Francisco,CA,94103,NA,NA,,14150246908,85971_20170731,7/31/2017 0:00,98,Routine - Unscheduled,85971_20170731_103143,Inadequate warewashing facilities or equipment,Low Risk,"1550 Bryant St #300, San Francisco, CA"
81073,Asana Inc,1550 Bryant St #800,San Francisco,CA,94103,NA,NA,,NA,81073_20150818,8/18/2015 0:00,NA,New Construction,,,,"1550 Bryant St #800, San Francisco, CA"
94921,Tuba Express Mediterraean Kebab and Gyro,1550 California St,San Francisco,CA,94109,NA,NA,,NA,94921_20180307,3/7/2018 0:00,NA,New Ownership,,,,"1550 California St, San Francisco, CA"
89772,UMA Casa,1550 Church St,San Francisco,CA,94131,NA,NA,,14155822264,89772_20180320,3/20/2018 0:00,92,Routine - Unscheduled,89772_20180320_103139,Improper food storage,Low Risk,"1550 Church St, San Francisco, CA"
77182,Big Chef Tom's Belly Burgers,1550 Howard St,San Francisco,CA,94103,NA,NA,,NA,77182_20160913,9/13/2016 0:00,NA,New Construction,,,,"1550 Howard St, San Francisco, CA"
78860,Seven Hills,1550 Hyde St,San Francisco,CA,94109,NA,NA,,NA,78860_20160829,8/29/2016 0:00,NA,Reinspection/Followup,,,,"1550 Hyde St, San Francisco, CA"
69194,Grandma's Deli & Cafe,1551 Mission St,San Francisco,CA,94103,NA,NA,,NA,69194_20170105,1/5/2017 0:00,96,Routine - Unscheduled,69194_20170105_103147,Inadequate ventilation or lighting,Low Risk,"1551 Mission St, San Francisco, CA"
92995,R.T. B. Fillmore LLC,1552 Fillmore St,San Francisco,CA,94115,NA,NA,,NA,92995_20171013,10/13/2017 0:00,NA,New Ownership,,,,"1552 Fillmore St, San Francisco, CA"
84205,Common Sage,1552 Polk St,San Francisco,CA,94109,NA,NA,,NA,84205_20180227,2/27/2018 0:00,94,Routine - Unscheduled,84205_20180227_103141,Improper food labeling or menu misrepresentation,Low Risk,"1552 Polk St, San Francisco, CA"
88326,Live Oak School,1555 Mariposa St,San Francisco,CA,94107,NA,NA,,14155564723,88326_20180227,2/27/2018 0:00,92,Routine - Unscheduled,88326_20180227_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"1555 Mariposa St, San Francisco, CA"
89648,Zaoh Restaurant,1555 Mission St,San Francisco,CA,94103,NA,NA,,NA,89648_20180323,3/23/2018 0:00,82,Routine - Unscheduled,89648_20180323_103103,High risk food holding temperature,High Risk,"1555 Mission St, San Francisco, CA"
90268,Flik @ The Urban School,1563 Page St,San Francisco,CA,94117,NA,NA,,14151247557,90268_20180326,3/26/2018 0:00,100,Routine - Unscheduled,,,,"1563 Page St, San Francisco, CA"
92301,"Beautifull, LLC",1566 Carroll Ave.,San Francisco,CA,94124,NA,NA,,NA,92301_20170901,9/1/2017 0:00,100,Routine - Unscheduled,,,,"1566 Carroll Ave., San Francisco, CA"
75177,Suzu Japanese Restaurant,1581 Webster St #105,San Francisco,CA,94115,NA,NA,,NA,75177_20160901,9/1/2016 0:00,NA,Reinspection/Followup,,,,"1581 Webster St #105, San Francisco, CA"
90315,BeQue Restaurant,1581 Webster St 145,San Francisco,CA,94115,NA,NA,,14158231170,90315_20170109,1/9/2017 0:00,NA,New Ownership,,,,"1581 Webster St 145, San Francisco, CA"
94331,Matcha Cafe Maiko,1581 Webster St 175,San Francisco,CA,94115,NA,NA,,NA,94331_20180306,3/6/2018 0:00,NA,New Construction,,,,"1581 Webster St 175, San Francisco, CA"
80416,Mugizo,1581 Webster St 217,San Francisco,CA,94115,NA,NA,,14150550005,80416_20160824,8/24/2016 0:00,79,Routine - Unscheduled,80416_20160824_103154,Unclean or degraded floors walls or ceilings,Low Risk,"1581 Webster St 217, San Francisco, CA"
88347,Marufuku Ramen,1581 Webster St 235,San Francisco,CA,94115,NA,NA,,14155367873,88347_20170329,3/29/2017 0:00,91,Routine - Unscheduled,88347_20170329_103104,Unauthorized or unsafe use of time as a public health control measure,High Risk,"1581 Webster St 235, San Francisco, CA"
78243,Javalencia Cafe,1594 Market St,San Francisco,CA,94102,NA,NA,,NA,78243_20161209,12/9/2016 0:00,NA,Non-inspection site visit,,,,"1594 Market St, San Francisco, CA"
78835,Gaslamp SF Inc.,1599 Howard St,San Francisco,CA,94103,NA,NA,,NA,78835_20160722,7/22/2016 0:00,86,Routine - Unscheduled,78835_20160722_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,"1599 Howard St, San Francisco, CA"
94229,Saabis Groceries,1599 Revere Ave,San Francisco,CA,94124,NA,NA,,NA,94229_20171228,12/28/2017 0:00,NA,New Ownership,,,,"1599 Revere Ave, San Francisco, CA"
88443,Lemonade,16 West Portal Ave,San Francisco,CA,94127,NA,NA,,14153374199,88443_20161122,11/22/2016 0:00,NA,New Ownership,,,,"16 West Portal Ave, San Francisco, CA"
86013,Safehouse,160 14th St,San Francisco,CA,94103,NA,NA,,14155778432,86013_20160321,3/21/2016 0:00,NA,New Ownership,,,,"160 14th St, San Francisco, CA"
94334,Subway Sandwiches #53761,160 Broadway St,San Francisco,CA,94111,NA,NA,,NA,94334_20180319,3/19/2018 0:00,88,Routine - Unscheduled,94334_20180319_103150,Improper or defective plumbing,Low Risk,"160 Broadway St, San Francisco, CA"
93946,Parkside Market,1600 Hayes St,San Francisco,CA,94117,NA,NA,,NA,93946_20180124,1/24/2018 0:00,NA,Non-inspection site visit,,,,"1600 Hayes St, San Francisco, CA"
94826,The Boardroom,1600 Powell St,San Francisco,CA,94133,NA,NA,,NA,94826_20180322,3/22/2018 0:00,NA,New Ownership,,,,"1600 Powell St, San Francisco, CA"
69691,1601 Bar & Kitchen,1601 HOWARD St,San Francisco,CA,94103,NA,NA,,NA,69691_20160311,3/11/2016 0:00,89,Routine - Unscheduled,69691_20160311_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,"1601 HOWARD St, San Francisco, CA"
93969,Center for Academic Re-entry and Empowerment,1601 Lane St,San Francisco,CA,94124,NA,NA,,NA,93969_20171221,12/21/2017 0:00,98,Routine - Unscheduled,93969_20171221_103148,No thermometers or uncalibrated thermometers,Low Risk,"1601 Lane St, San Francisco, CA"
92000,El Picacho,1601 Mission  St.,San Francisco,CA,94103,NA,NA,,14155418081,92000_20170705,7/5/2017 0:00,NA,Structural Inspection,,,,"1601 Mission  St., San Francisco, CA"
74429,Moka Coffee,1605 Polk St,San Francisco,CA,94109,NA,NA,,NA,74429_20170811,8/11/2017 0:00,NA,Reinspection/Followup,,,,"1605 Polk St, San Francisco, CA"
79052,Street Taco,1607 Haight St,San Francisco,CA,94117,NA,NA,,NA,79052_20151021,10/21/2015 0:00,90,Routine - Unscheduled,79052_20151021_103162,Other low risk violation,Low Risk,"1607 Haight St, San Francisco, CA"
76374,Wang Wah Restaurant,1612 Ocean Ave,San Francisco,CA,94112,NA,NA,,14155584953,76374_20161220,12/20/2016 0:00,94,Routine - Unscheduled,76374_20161220_103123,Food in poor condition,Moderate Risk,"1612 Ocean Ave, San Francisco, CA"
82022,Kung Food,1615 Mcallister St,San Francisco,CA,94117,NA,NA,,14155686688,82022_20150428,4/28/2015 0:00,82,Routine - Unscheduled,82022_20150428_103139,Improper food storage,Low Risk,"1615 Mcallister St, San Francisco, CA"
88445,Fiery,1626 Taraval Street,San Francisco,CA,94116,NA,NA,,14155684578,88445_20160719,7/19/2016 0:00,NA,New Ownership,,,,"1626 Taraval Street, San Francisco, CA"
78408,Thinker's Cafe,1631 20th St,San Francisco,CA,94107,NA,NA,,NA,78408_20171211,12/11/2017 0:00,90,Routine - Unscheduled,78408_20171211_103131,Moderate risk vermin infestation,Moderate Risk,"1631 20th St, San Francisco, CA"
88688,Akira Japanese Restaurant,1634 Bush St,San Francisco,CA,94109,NA,NA,,NA,88688_20161108,11/8/2016 0:00,NA,New Ownership,,,,"1634 Bush St, San Francisco, CA"
81521,Cool Cravings Cafe & Deli,1635 Divisadero St,San Francisco,CA,94115,NA,NA,,14155774900,81521_20150715,7/15/2015 0:00,91,Routine - Unscheduled,81521_20150715_103143,Inadequate warewashing facilities or equipment,Low Risk,"1635 Divisadero St, San Francisco, CA"
85307,King of Noodles,1639 Irving St,San Francisco,CA,94122,NA,NA,,14155568318,85307_20151201,12/1/2015 0:00,94,Routine - Unscheduled,85307_20151201_103145,Improper storage of equipment utensils or linens,Low Risk,"1639 Irving St, San Francisco, CA"
90269,Flik @ Urban School,1639 Oak St,San Francisco,CA,94117,NA,NA,,14155622919,90269_20161229,12/29/2016 0:00,100,Routine - Unscheduled,,,,"1639 Oak St, San Francisco, CA"
93268,Harbor Court Hotel,165 Steuart St.,San Francisco,CA,94105,NA,NA,,NA,93268_20180406,4/6/2018 0:00,NA,New Construction,,,,"165 Steuart St., San Francisco, CA"
77562,Ha Tien Cove,1650 Holloway Ave Student Ctr. West Plaza Alcove B,San Francisco,CA,94132,NA,NA,,14155337188,77562_20171213,12/13/2017 0:00,92,Routine - Unscheduled,77562_20171213_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,"1650 Holloway Ave Student Ctr. West Plaza Alcove B, San Francisco, CA"
76638,Shah's Halal,1650 Holloway Ave West Plaza Alcove C,San Francisco,CA,94132,NA,NA,,14150466016,76638_20160518,5/18/2016 0:00,100,Routine - Unscheduled,,,,"1650 Holloway Ave West Plaza Alcove C, San Francisco, CA"
86224,El Rancho Grande at Haight,1654 Haight St,San Francisco,CA,94117,NA,NA,,14155721757,86224_20171024,10/24/2017 0:00,86,Routine - Unscheduled,86224_20171024_103114,High risk vermin infestation,High Risk,"1654 Haight St, San Francisco, CA"
94188,Spice of America,1655 Market St,San Francisco,CA,94103,NA,NA,,NA,94188_20180104,1/4/2018 0:00,NA,New Ownership,,,,"1655 Market St, San Francisco, CA"
84856,Washington Square Inn,1660 Stockton St,San Francisco,CA,94133,NA,NA,,NA,84856_20150918,9/18/2015 0:00,94,Routine - Unscheduled,84856_20150918_103144,Unapproved or unmaintained equipment or utensils,Low Risk,"1660 Stockton St, San Francisco, CA"
94875,JackRabbit,1661 Tennesse St Suite 3B,San Francisco,CA,94107,NA,NA,,NA,94875_20180228,2/28/2018 0:00,NA,New Ownership,,,,"1661 Tennesse St Suite 3B, San Francisco, CA"
90862,Om Indian Cuisine,1668 Haight St,San Francisco,CA,94117,NA,NA,,NA,90862_20170303,3/3/2017 0:00,96,Routine - Unscheduled,90862_20170303_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,"1668 Haight St, San Francisco, CA"
92980,Joint Venture Kitchen,167 11th St.,San Francisco,CA,94103,NA,NA,,NA,92980_20180117,1/17/2018 0:00,NA,New Ownership,,,,"167 11th St., San Francisco, CA"
78489,Celtic Catering Inc.,167 Leland Ave,San Francisco,CA,94134,NA,NA,,NA,78489_20160922,9/22/2016 0:00,94,Routine - Unscheduled,78489_20160922_103133,Foods not protected from contamination,Moderate Risk,"167 Leland Ave, San Francisco, CA"
68761,Subway Sandwich #28429,168 02nd St,San Francisco,CA,94105,NA,NA,,NA,68761_20170127,1/27/2017 0:00,90,Routine - Unscheduled,68761_20170127_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,"168 02nd St, San Francisco, CA"
