business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,address2
87440,El Aji Peruvian Restaurant,3015 Mission St,San Francisco,CA,94110,NA,NA,,14155657349,87440_20170925,9/25/2017 0:00,86,Routine - Unscheduled,87440_20170925_103125,Noncompliance with shell fish tags or display,Moderate Risk,"3015 Mission St, San Francisco, CA"
90886,AndyTown Coffee Roasters,3016 Taraval St,San Francisco,CA,94116,NA,NA,,14155759775,90886_20170316,3/16/2017 0:00,NA,New Ownership,,,,"3016 Taraval St, San Francisco, CA"
88701,Alma Restaurant,3017 Mission St,San Francisco,CA,94110,NA,NA,,14155274758,88701_20171013,10/13/2017 0:00,NA,New Construction,,,,"3017 Mission St, San Francisco, CA"
91162,Sue's Kitchen,303 2nd St.,San Francisco,CA,94107,NA,NA,,NA,91162_20170614,6/14/2017 0:00,NA,New Ownership,,,,"303 2nd St., San Francisco, CA"
86294,Baked Bear,303 Columbus Ave,San Francisco,CA,94133,NA,NA,,NA,86294_20160714,7/14/2016 0:00,94,Routine - Unscheduled,86294_20160714_103139,Improper food storage,Low Risk,"303 Columbus Ave, San Francisco, CA"
90237,Win's Restaurant,3040 Taraval St,San Francisco,CA,94116,NA,NA,,14155866036,90237_20161223,12/23/2016 0:00,NA,New Ownership,,,,"3040 Taraval St, San Francisco, CA"
94251,After Hours,3044 Taraval St,San Francisco,CA,94116,NA,NA,,NA,94251_20180228,2/28/2018 0:00,NA,New Ownership,,,,"3044 Taraval St, San Francisco, CA"
82376,Nieves Cinco De Mayo Produce,3052 16th St,San Francisco,CA,94103,NA,NA,,14155807536,82376_20160720,7/20/2016 0:00,86,Routine - Unscheduled,82376_20160720_103129,Insufficient hot water or running water,Moderate Risk,"3052 16th St, San Francisco, CA"
91199,Big Rec Taproom,3066 24th St.,San Francisco,CA,94110,NA,NA,,NA,91199_20170920,9/20/2017 0:00,96,Routine - Unscheduled,91199_20170920_103131,Moderate risk vermin infestation,Moderate Risk,"3066 24th St., San Francisco, CA"
69885,El Nuevo Frutilandia,3077 24th St,San Francisco,CA,94110,NA,NA,,NA,69885_20171221,12/21/2017 0:00,90,Routine - Unscheduled,69885_20171221_103156,Permit license or inspection report not posted,Low Risk,"3077 24th St, San Francisco, CA"
92530,Taqueria Zorro,308 Columbus Ave,San Francisco,CA,94133,NA,NA,,14155399677,92530_20171120,11/20/2017 0:00,92,Routine - Unscheduled,92530_20171120_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,"308 Columbus Ave, San Francisco, CA"
92592,Fleur De Sel,308 Kearny St,San Francisco,CA,94108,NA,NA,,NA,92592_20171109,11/9/2017 0:00,NA,New Ownership - Followup,,,,"308 Kearny St, San Francisco, CA"
82664,Pizza Joint,3088 Balboa St,San Francisco,CA,94121,NA,NA,,14155384992,82664_20161109,11/9/2016 0:00,90,Routine - Unscheduled,82664_20161109_103120,Moderate risk food holding temperature,Moderate Risk,"3088 Balboa St, San Francisco, CA"
76676,Little Vietnam Cafe,309 06th Ave,San Francisco,CA,94118,NA,NA,,NA,76676_20160218,2/18/2016 0:00,NA,Reinspection/Followup,,,,"309 06th Ave, San Francisco, CA"
86405,V16 LLC,3092 16th St,San Francisco,CA,94103,NA,NA,,NA,86405_20160706,7/6/2016 0:00,NA,Complaint,,,,"3092 16th St, San Francisco, CA"
88657,Fang Yuan Kitchen,31 Cambon Dr,San Francisco,CA,94132,NA,NA,,14155278848,88657_20161207,12/7/2016 0:00,NA,New Ownership,,,,"31 Cambon Dr, San Francisco, CA"
84921,Mission Foodhall,3100 16th St,San Francisco,CA,94103,NA,NA,,14155859805,84921_20160509,5/9/2016 0:00,NA,New Construction,,,,"3100 16th St, San Francisco, CA"
95130,Sidewalk Juice,3100 24th St,San Francisco,CA,94110,NA,NA,,NA,95130_20180411,4/11/2018 0:00,NA,New Ownership,95130_20180411_103154,Unclean or degraded floors walls or ceilings,Low Risk,"3100 24th St, San Francisco, CA"
77581,Cream,3106 16th St,San Francisco,CA,94103,NA,NA,,14150309211,77581_20161110,11/10/2016 0:00,100,Routine - Unscheduled,,,,"3106 16th St, San Francisco, CA"
87631,Truly Mediterranean,3109 16th St.,San Francisco,CA,94103,NA,NA,,NA,87631_20161007,10/7/2016 0:00,100,Routine - Unscheduled,,,,"3109 16th St., San Francisco, CA"
87699,Dum,3111 24th St,San Francisco,CA,94110,NA,NA,,NA,87699_20160707,7/7/2016 0:00,94,Routine - Unscheduled,87699_20160707_103139,Improper food storage,Low Risk,"3111 24th St, San Francisco, CA"
81164,Californios,3115 22nd St,San Francisco,CA,94110,NA,NA,,14155750994,81164_20171003,10/3/2017 0:00,94,Routine - Unscheduled,81164_20171003_103161,Low risk vermin infestation,Low Risk,"3115 22nd St, San Francisco, CA"
85766,Domino's#8418,3116 Noriega St #38th,San Francisco,CA,94122,NA,NA,,14155688100,85766_20160815,8/15/2016 0:00,NA,Reinspection/Followup,,,,"3116 Noriega St #38th, San Francisco, CA"
79053,Oyaji Restaurant,3123 Clement St,San Francisco,CA,94121,NA,NA,,14155756174,79053_20160610,6/10/2016 0:00,NA,Reinspection/Followup,,,,"3123 Clement St, San Francisco, CA"
89803,Ushio Ramen,3128 16th St,San Francisco,CA,94103,NA,NA,,14155700318,89803_20161107,11/7/2016 0:00,NA,New Construction,,,,"3128 16th St, San Francisco, CA"
73906,Fig and Thistle,313 Ivy St,San Francisco,CA,94102,NA,NA,,14155619825,73906_20180131,1/31/2018 0:00,96,Routine - Unscheduled,73906_20180131_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"313 Ivy St, San Francisco, CA"
92444,Mixt Greens,3130 Fillmore St,San Francisco,CA,94123,NA,NA,,NA,92444_20171213,12/13/2017 0:00,93,Routine - Unscheduled,92444_20171213_103103,High risk food holding temperature,High Risk,"3130 Fillmore St, San Francisco, CA"
88339,Old Mandarin Islamic Restaurant,3132 Vicente St,San Francisco,CA,94116,NA,NA,,14155563481,88339_20161007,10/7/2016 0:00,NA,New Construction,,,,"3132 Vicente St, San Francisco, CA"
86910,L'a Poke,314 Church St,San Francisco,CA,94114,NA,NA,,14155246016,86910_20161003,10/3/2016 0:00,NA,Reinspection/Followup,86910_20161003_103121,Inadequate procedures or records for time as a public health control,Moderate Risk,"314 Church St, San Francisco, CA"
88475,E & O Kitchen and Bar,314 Sutter St,San Francisco,CA,94108,NA,NA,,14155690303,88475_20180321,3/21/2018 0:00,NA,Complaint,,,,"314 Sutter St, San Francisco, CA"
82207,Mathilde French Bistro,315 05th St,San Francisco,CA,94107,NA,NA,,NA,82207_20171017,10/17/2017 0:00,86,Routine - Unscheduled,82207_20171017_103133,Foods not protected from contamination,Moderate Risk,"315 05th St, San Francisco, CA"
88118,"Robin's Cafe, LLC",3153 17th St,San Francisco,CA,94110,NA,NA,,14155219760,88118_20160816,8/16/2016 0:00,NA,New Ownership,88118_20160816_103139,Improper food storage,Low Risk,"3153 17th St, San Francisco, CA"
69679,Fifty/Fifty,3157 Geary Blvd,San Francisco,CA,94118,NA,NA,,14155688886,69679_20171113,11/13/2017 0:00,96,Routine - Unscheduled,69679_20171113_103129,Insufficient hot water or running water,Moderate Risk,"3157 Geary Blvd, San Francisco, CA"
37670,Bergerac,316 11th St,San Francisco,CA,94103,NA,NA,,NA,37670_20171116,11/16/2017 0:00,96,Routine - Unscheduled,37670_20171116_103131,Moderate risk vermin infestation,Moderate Risk,"316 11th St, San Francisco, CA"
90523,Silver Star Cafe & Deli,316 Pacific St,San Francisco,CA,94111,NA,NA,,NA,90523_20170426,4/26/2017 0:00,96,Routine - Unscheduled,90523_20170426_103120,Moderate risk food holding temperature,Moderate Risk,"316 Pacific St, San Francisco, CA"
92982,Foxsister,3161 24th St.,San Francisco,CA,94110,NA,NA,,NA,92982_20170912,9/12/2017 0:00,100,Routine - Unscheduled,,,,"3161 24th St., San Francisco, CA"
81971,Restaurant Eiji,317 Sanchez St,San Francisco,CA,94114,NA,NA,,14155558149,81971_20170824,8/24/2017 0:00,87,Routine - Unscheduled,81971_20170824_103154,Unclean or degraded floors walls or ceilings,Low Risk,"317 Sanchez St, San Francisco, CA"
93065,Big Lantern,3170 16th St.,San Francisco,CA,94103,NA,NA,,NA,93065_20180110,1/10/2018 0:00,NA,New Ownership,,,,"3170 16th St., San Francisco, CA"
87909,K and D Market,3177 16th Street,San Francisco,CA,94103,NA,NA,,NA,87909_20171101,11/1/2017 0:00,NA,New Ownership,87909_20171101_103137,Improperly washed fruits and vegetables,Low Risk,"3177 16th Street, San Francisco, CA"
88555,Betty Lou's Seafood & Grill,318 Columbus St,San Francisco,CA,94133,NA,NA,,NA,88555_20161118,11/18/2016 0:00,NA,New Ownership,,,,"318 Columbus St, San Francisco, CA"
87552,Pachino Pizzeria,318 Kearny St,San Francisco,CA,94108,NA,NA,,NA,87552_20171221,12/21/2017 0:00,NA,Reinspection/Followup,,,,"318 Kearny St, San Francisco, CA"
78698,Pakwan Restaurant,3180 16th St,San Francisco,CA,94103,NA,NA,,14155252440,78698_20150709,7/9/2015 0:00,89,Routine - Unscheduled,78698_20150709_103120,Moderate risk food holding temperature,Moderate Risk,"3180 16th St, San Francisco, CA"
75055,Tierra Mia Coffee Company,3188 Mission St,San Francisco,CA,94110,NA,NA,,NA,75055_20160809,8/9/2016 0:00,98,Routine - Unscheduled,75055_20160809_103161,Low risk vermin infestation,Low Risk,"3188 Mission St, San Francisco, CA"
76817,Lers Ros 16th Street,3189 16th St,San Francisco,CA,94103,NA,NA,,14155302992,76817_20161005,10/5/2016 0:00,NA,Reinspection/Followup,,,,"3189 16th St, San Francisco, CA"
70849,Tacos El Triunfo,319 Bayshore Blvd,San Francisco,CA,94124,NA,NA,,NA,70849_20171228,12/28/2017 0:00,NA,Reinspection/Followup,,,,"319 Bayshore Blvd, San Francisco, CA"
78516,Bar San Pancho,3198 16th St.,San Francisco,CA,94103,NA,NA,,NA,78516_20160523,5/23/2016 0:00,NA,Non-inspection site visit,78516_20160523_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"3198 16th St., San Francisco, CA"
79196,Veraci Pizza,32 06th St,San Francisco,CA,94103,NA,NA,,NA,79196_20160614,6/14/2016 0:00,84,Routine - Unscheduled,79196_20160614_103157,Food safety certificate or food handler card not available,Low Risk,"32 06th St, San Francisco, CA"
84590,Chaat Corner,320 3rd St,San Francisco,CA,94107,NA,NA,,NA,84590_20160824,8/24/2016 0:00,73,Routine - Unscheduled,84590_20160824_103148,No thermometers or uncalibrated thermometers,Low Risk,"320 3rd St, San Francisco, CA"
85927,Domino's 8134,320 Bayshore Blvd,San Francisco,CA,94124,NA,NA,,14155648400,85927_20180316,3/16/2018 0:00,NA,Reinspection/Followup,,,,"320 Bayshore Blvd, San Francisco, CA"
71962,ENO,320 Geary St,San Francisco,CA,94102,NA,NA,,14159306257,71962_20160401,4/1/2016 0:00,92,Routine - Unscheduled,71962_20160401_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"320 Geary St, San Francisco, CA"
74869,Sabrosa,3200 Fillmore St,San Francisco,CA,,NA,NA,,NA,74869_20160919,9/19/2016 0:00,86,Routine - Unscheduled,74869_20160919_103120,Moderate risk food holding temperature,Moderate Risk,"3200 Fillmore St, San Francisco, CA"
77645,Banana Home,321 Kearny St,San Francisco,CA,94108,NA,NA,,NA,77645_20160823,8/23/2016 0:00,66,Routine - Unscheduled,77645_20160823_103131,Moderate risk vermin infestation,Moderate Risk,"321 Kearny St, San Francisco, CA"
91479,The Sandwich Spot,3213 Pierce St,San Francisco,CA,94123,NA,NA,,14154301387,91479_20170501,5/1/2017 0:00,NA,New Ownership,,,,"3213 Pierce St, San Francisco, CA"
93500,Outer Orbit,3215 Mission St.,San Francisco,CA,94110,NA,NA,,NA,93500_20171103,11/3/2017 0:00,NA,New Ownership,,,,"3215 Mission St., San Francisco, CA"
88756,Sweet Basil Thai Cuisine,3221 Mission St,San Francisco,CA,94110,NA,NA,,NA,88756_20161128,11/28/2016 0:00,80,Routine - Unscheduled,88756_20161128_103154,Unclean or degraded floors walls or ceilings,Low Risk,"3221 Mission St, San Francisco, CA"
74761,Los Shucos Latin Hot Dogs,3224 1/2 22nd St,San Francisco,CA,94110,NA,NA,,14150455933,74761_20161103,11/3/2016 0:00,96,Routine - Unscheduled,74761_20161103_103120,Moderate risk food holding temperature,Moderate Risk,"3224 1/2 22nd St, San Francisco, CA"
91427,Derm Restaurant,3226 Geary Blvd,San Francisco,CA,94118,NA,NA,,NA,91427_20170426,4/26/2017 0:00,NA,New Ownership,,,,"3226 Geary Blvd, San Francisco, CA"
89687,Mi Lindo Peru,3226 Mission St.,San Francisco,CA,94110,NA,NA,,14155644897,89687_20170301,3/1/2017 0:00,92,Routine - Unscheduled,89687_20170301_103139,Improper food storage,Low Risk,"3226 Mission St., San Francisco, CA"
80486,Emmy's Spaghetti Shack,3230 Mission St,San Francisco,CA,94110,NA,NA,,NA,80486_20160609,6/9/2016 0:00,98,Routine - Unscheduled,80486_20160609_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,"3230 Mission St, San Francisco, CA"
92099,Emmys Spaghetti Shack,3230 Mission St.,San Francisco,CA,94110,NA,NA,,NA,92099_20170710,7/10/2017 0:00,NA,New Ownership,92099_20170710_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"3230 Mission St., San Francisco, CA"
75375,Goku,3232 16th St,San Francisco,CA,94103,NA,NA,,14150550005,75375_20160627,6/27/2016 0:00,87,Routine - Unscheduled,75375_20160627_103154,Unclean or degraded floors walls or ceilings,Low Risk,"3232 16th St, San Francisco, CA"
86284,Los Yaquis,324 South Van Ness Ave,San Francisco,CA,94103,NA,NA,,14155258204,86284_20171025,10/25/2017 0:00,NA,Reinspection/Followup,,,,"324 South Van Ness Ave, San Francisco, CA"
94890,Internos Wine Cafe,3240 Geary Blvd,San Francisco,CA,94118,NA,NA,,NA,94890_20180328,3/28/2018 0:00,NA,New Ownership,,,,"3240 Geary Blvd, San Francisco, CA"
92755,L and O Bagels,325 Mason St #10,San Francisco,CA,94102,NA,NA,,NA,92755_20171003,10/3/2017 0:00,100,Routine - Unscheduled,,,,"325 Mason St #10, San Francisco, CA"
94149,Epicurean at Mercy High School,3250 19th Ave,San Francisco,CA,94132,NA,NA,,NA,94149_20180320,3/20/2018 0:00,92,Routine - Unscheduled,94149_20180320_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,"3250 19th Ave, San Francisco, CA"
85091,Bon Appetit @ William Sonoma,3250 Van Ness Ave,San Francisco,CA,94109,NA,NA,,NA,85091_20160812,8/12/2016 0:00,NA,Reinspection/Followup,,,,"3250 Van Ness Ave, San Francisco, CA"
88186,Stonetown Le Bread Xpress,3251 20th Ave  #5520,San Francisco,CA,94132,NA,NA,,NA,88186_20160811,8/11/2016 0:00,NA,New Construction,,,,"3251 20th Ave  #5520, San Francisco, CA"
82345,Blaze Pizza Fast-Fire'd,3251 20th Ave #157,San Francisco,CA,94132,NA,NA,,14156585880,82345_20160630,6/30/2016 0:00,NA,Reinspection/Followup,,,,"3251 20th Ave #157, San Francisco, CA"
85697,Quickly,3251 20th Ave 160,San Francisco,CA,94132,NA,NA,,14155818288,85697_20160218,2/18/2016 0:00,90,Routine - Unscheduled,85697_20160218_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,"3251 20th Ave 160, San Francisco, CA"
76587,La Baguette,3251 20th Ave 172,San Francisco,CA,94132,NA,NA,,14155685000,76587_20160608,6/8/2016 0:00,96,Routine - Unscheduled,76587_20160608_103154,Unclean or degraded floors walls or ceilings,Low Risk,"3251 20th Ave 172, San Francisco, CA"
88899,Great Steak and Potato,3251 20th Ave 250,San Francisco,CA,94132,NA,NA,,14154527265,88899_20171011,10/11/2017 0:00,90,Routine - Unscheduled,88899_20171011_103157,Food safety certificate or food handler card not available,Low Risk,"3251 20th Ave 250, San Francisco, CA"
80112,Villa Italian Kitchen,3251 20th Ave 250 D,San Francisco,CA,94132,NA,NA,,14153284800,80112_20171227,12/27/2017 0:00,90,Routine - Unscheduled,80112_20171227_103145,Improper storage of equipment utensils or linens,Low Risk,"3251 20th Ave 250 D, San Francisco, CA"
92154,Poke Bowl,3251 20th Ave 250A,San Francisco,CA,94132,NA,NA,,NA,92154_20170816,8/16/2017 0:00,NA,New Construction,,,,"3251 20th Ave 250A, San Francisco, CA"
93234,Tenroku Ramen,3251 20th Ave 250c,San Francisco,CA,94132,NA,NA,,NA,93234_20171024,10/24/2017 0:00,NA,New Ownership,,,,"3251 20th Ave 250c, San Francisco, CA"
86643,Tokyo Express 3,3251 20th Ave 250I,San Francisco,CA,94132,NA,NA,,14155569111,86643_20160531,5/31/2016 0:00,NA,Reinspection/Followup,,,,"3251 20th Ave 250I, San Francisco, CA"
87277,Hot Dog on a Stick,3251 20th Ave 250-J,San Francisco,CA,94132,NA,NA,,14150514500,87277_20161228,12/28/2016 0:00,NA,Complaint,,,,"3251 20th Ave 250-J, San Francisco, CA"
75078,Chipotle Mexican Grill #2080,3251 20th Ave OP183,San Francisco,CA,94110,NA,NA,,14155413048,75078_20171005,10/5/2017 0:00,96,Routine - Unscheduled,75078_20171005_103162,Other low risk violation,Low Risk,"3251 20th Ave OP183, San Francisco, CA"
84470,Cream,3251 20th Ave Space#k5532,San Francisco,CA,94132,NA,NA,,14150309211,84470_20171005,10/5/2017 0:00,94,Routine - Unscheduled,84470_20171005_103144,Unapproved or unmaintained equipment or utensils,Low Risk,"3251 20th Ave Space#k5532, San Francisco, CA"
62658,The Hummus Guy,3251 20th Ave.,San Francisco,CA,94132,NA,NA,,14154855392,62658_20161009,10/9/2016 0:00,100,Routine - Unscheduled,,,,"3251 20th Ave., San Francisco, CA"
92662,Jasmine Tea House,3253 Mission St.,San Francisco,CA,94110,NA,NA,,NA,92662_20180116,1/16/2018 0:00,87,Routine - Unscheduled,92662_20180116_103154,Unclean or degraded floors walls or ceilings,Low Risk,"3253 Mission St., San Francisco, CA"
84533,Pedrito's,3254 23rd St,San Francisco,CA,94110,NA,NA,,14155641815,84533_20150818,8/18/2015 0:00,NA,New Ownership,,,,"3254 23rd St, San Francisco, CA"
83957,Methodology,326 01st St,San Francisco,CA,94105,NA,NA,,NA,83957_20160624,6/24/2016 0:00,NA,Non-inspection site visit,,,,"326 01st St, San Francisco, CA"
76997,PizzaHacker,3299 Mission St,San Francisco,CA,94110,NA,NA,,NA,76997_20160929,9/29/2016 0:00,90,Routine - Unscheduled,76997_20160929_103161,Low risk vermin infestation,Low Risk,"3299 Mission St, San Francisco, CA"
87634,Nightbird,330 Gough St,San Francisco,CA,94102,NA,NA,,NA,87634_20160824,8/24/2016 0:00,NA,New Ownership,,,,"330 Gough St, San Francisco, CA"
91823,Ono Sushi,330 O'Farrell St,San Francisco,CA,94102,NA,NA,,NA,91823_20171003,10/3/2017 0:00,100,Routine - Unscheduled,,,,"330 O'Farrell St, San Francisco, CA"
83360,Little Skillet,330 Ritch St,San Francisco,CA,94107,NA,NA,,NA,83360_20150626,6/26/2015 0:00,NA,New Ownership,83360_20150626_103103,High risk food holding temperature,High Risk,"330 Ritch St, San Francisco, CA"
91331,Sutter Cafe,330 Sutter St,San Francisco,CA,94108,NA,NA,,NA,91331_20170602,6/2/2017 0:00,NA,Reinspection/Followup,,,,"330 Sutter St, San Francisco, CA"
86221,Popsons,330 Townsend St,San Francisco,CA,94107,NA,NA,,14159881393,86221_20160122,1/22/2016 0:00,NA,New Ownership,,,,"330 Townsend St, San Francisco, CA"
91853,Jake's Steaks,3301 Buchanan St,San Francisco,CA,94123,NA,NA,,NA,91853_20171003,10/3/2017 0:00,NA,Complaint,,,,"3301 Buchanan St, San Francisco, CA"
91451,Taqueria Los Mayas,331 Clement St.,San Francisco,CA,94118,NA,NA,,NA,91451_20170518,5/18/2017 0:00,NA,Non-inspection site visit,,,,"331 Clement St., San Francisco, CA"
74312,Crazy Sushi,3319 Mission St,San Francisco,CA,94110,NA,NA,,14155307691,74312_20160302,3/2/2016 0:00,NA,Reinspection/Followup,,,,"3319 Mission St, San Francisco, CA"
90977,Kahnfections,3321 20th St.,San Francisco,CA,94110,NA,NA,,NA,90977_20171120,11/20/2017 0:00,100,Routine - Unscheduled,,,,"3321 20th St., San Francisco, CA"
81475,Coffee Mission,3325 24th St,San Francisco,CA,94110,NA,NA,,14155879419,81475_20171004,10/4/2017 0:00,88,Routine - Unscheduled,81475_20171004_103132,Improper thawing methods,Moderate Risk,"3325 24th St, San Francisco, CA"
90150,Rooh,333 Brannan St.,San Francisco,CA,94107,NA,NA,,NA,90150_20170126,1/26/2017 0:00,NA,New Construction,,,,"333 Brannan St., San Francisco, CA"
89598,Barry's Bootcamp,333 Bush St Ste. 101,San Francisco,CA,94104,NA,NA,,NA,89598_20170419,4/19/2017 0:00,NA,New Ownership,,,,"333 Bush St Ste. 101, San Francisco, CA"
76117,Auntie Anne's Pretzels,333 Jefferson St Suite B105,San Francisco,CA,94133,NA,NA,,NA,76117_20180326,3/26/2018 0:00,NA,Reinspection/Followup,,,,"333 Jefferson St Suite B105, San Francisco, CA"
87551,NoodleMe,333 Market St,San Francisco,CA,94105,NA,NA,,NA,87551_20160713,7/13/2016 0:00,NA,New Construction,,,,"333 Market St, San Francisco, CA"
95180,Beer Nerds,3331 24th St,San Francisco,CA,94110,NA,NA,,NA,95180_20180327,3/27/2018 0:00,NA,New Ownership,,,,"3331 24th St, San Francisco, CA"
81203,The View Cafe,3333 California St 232,San Francisco,CA,94118,NA,NA,,14155929333,81203_20160516,5/16/2016 0:00,91,Routine - Unscheduled,81203_20160516_103139,Improper food storage,Low Risk,"3333 California St 232, San Francisco, CA"
87782,Beloved Cafe,3338 24th St,San Francisco,CA,94110,NA,NA,,14155540477,87782_20171004,10/4/2017 0:00,NA,Reinspection/Followup,,,,"3338 24th St, San Francisco, CA"
91776,Mac'd,3347 Fillmore St,San Francisco,CA,94123,NA,NA,,NA,91776_20180330,3/30/2018 0:00,NA,Complaint,,,,"3347 Fillmore St, San Francisco, CA"
90955,Supreme Pizza,3348 18th St,San Francisco,CA,94110,NA,NA,,14155907248,90955_20171121,11/21/2017 0:00,NA,New Ownership,,,,"3348 18th St, San Francisco, CA"
77098,Un Cafecito!,335 Jones St,San Francisco,CA,94102,NA,NA,,NA,77098_20180308,3/8/2018 0:00,96,Routine - Unscheduled,77098_20180308_103157,Food safety certificate or food handler card not available,Low Risk,"335 Jones St, San Francisco, CA"
94388,Foundation Cafe,335 Kearny St,San Francisco,CA,94108,NA,NA,,NA,94388_20180327,3/27/2018 0:00,NA,New Ownership,,,,"335 Kearny St, San Francisco, CA"
92780,Mr. Fu Kitchen INC,335 Noe St,San Francisco,CA,94114,NA,NA,,NA,92780_20170919,9/19/2017 0:00,NA,New Ownership,,,,"335 Noe St, San Francisco, CA"
83800,El Amigo Bar,3355 Mission St,San Francisco,CA,94110,NA,NA,,NA,83800_20150824,8/24/2015 0:00,NA,New Ownership,,,,"3355 Mission St, San Francisco, CA"
88690,The Laundry,3359 26th St,San Francisco,CA,94110,NA,NA,,14155987746,88690_20171005,10/5/2017 0:00,NA,Reinspection/Followup,,,,"3359 26th St, San Francisco, CA"
79801,Royal Cuckoo Market,3368 19th St,San Francisco,CA,94110,NA,NA,,NA,79801_20160613,6/13/2016 0:00,87,Routine - Unscheduled,79801_20160613_103161,Low risk vermin infestation,Low Risk,"3368 19th St, San Francisco, CA"
90448,Lin's Kitchen,337 Jones St,San Francisco,CA,94102,NA,NA,,NA,90448_20170309,3/9/2017 0:00,NA,New Ownership,90448_20170309_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,"337 Jones St, San Francisco, CA"
89834,Belcampo Meat Company LLC,"337 Seawall Lot A,  Land Area 1-1",San Francisco,CA,94158,NA,NA,,NA,89834_20170511,5/11/2017 0:00,96,Routine - Unscheduled,89834_20170511_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"337 Seawall Lot A,  Land Area 1-1, San Francisco, CA"
80545,Alite Designs Inc,3376 18th St,San Francisco,CA,94110,NA,NA,,14155621526,80545_20160613,6/13/2016 0:00,88,Routine - Unscheduled,80545_20160613_103120,Moderate risk food holding temperature,Moderate Risk,"3376 18th St, San Francisco, CA"
69529,Backroom Dining,339 Taraval St,San Francisco,CA,94116,NA,NA,,14155683228,69529_20180227,2/27/2018 0:00,NA,Non-inspection site visit,,,,"339 Taraval St, San Francisco, CA"
88799,Village House,3398 Balboa St A,San Francisco,CA,94121,NA,NA,,14155526655,88799_20160819,8/19/2016 0:00,NA,New Ownership,88799_20160819_103148,No thermometers or uncalibrated thermometers,Low Risk,"3398 Balboa St A, San Francisco, CA"
84417,Pompei's Grotto,340 Jefferson St,San Francisco,CA,94133,NA,NA,,NA,84417_20160718,7/18/2016 0:00,91,Routine - Unscheduled,84417_20160718_103143,Inadequate warewashing facilities or equipment,Low Risk,"340 Jefferson St, San Francisco, CA"
87209,The Halal Guys,340 O'Farrell St,San Francisco,CA,94102,NA,NA,,NA,87209_20171017,10/17/2017 0:00,NA,Non-inspection site visit,,,,"340 O'Farrell St, San Francisco, CA"
93623,Earth's Coffee,3400 Geary Blvd,San Francisco,CA,94118,NA,NA,,NA,93623_20171204,12/4/2017 0:00,NA,New Ownership,,,,"3400 Geary Blvd, San Francisco, CA"
87594,Shaska Deli Coffee,3406 26th St,San Francisco,CA,94110,NA,NA,,14155231846,87594_20171005,10/5/2017 0:00,NA,Reinspection/Followup,,,,"3406 26th St, San Francisco, CA"
92116,Thai Cafe,3407 Geary Blvd,San Francisco,CA,94118,NA,NA,,NA,92116_20170706,7/6/2017 0:00,92,Routine - Unscheduled,92116_20170706_103139,Improper food storage,Low Risk,"3407 Geary Blvd, San Francisco, CA"
77760,"Plentea, Inc.",341 Kearny St,San Francisco,CA,94108,NA,NA,,NA,77760_20150930,9/30/2015 0:00,NA,Reinspection/Followup,77760_20150930_103157,Food safety certificate or food handler card not available,Low Risk,"341 Kearny St, San Francisco, CA"
94953,Fritz Mission,3412 17th St,San Francisco,CA,94110,NA,NA,,14155868272,94953_20180302,3/2/2018 0:00,NA,New Ownership,,,,"3412 17th St, San Francisco, CA"
75297,Artesano,3415 California St,San Francisco,CA,94118,NA,NA,,NA,75297_20171030,10/30/2017 0:00,85,Routine - Unscheduled,75297_20171030_103131,Moderate risk vermin infestation,Moderate Risk,"3415 California St, San Francisco, CA"
80109,Lazy Bear,3416 19th St,San Francisco,CA,94110,NA,NA,,14155879921,80109_20180109,1/9/2018 0:00,94,Routine - Unscheduled,80109_20180109_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,"3416 19th St, San Francisco, CA"
75063,Chino's Taqueria Inc,3416 balboa St,San Francisco,CA,94121,NA,NA,,14155669956,75063_20160916,9/16/2016 0:00,NA,Reinspection/Followup,,,,"3416 balboa St, San Francisco, CA"
72020,Linea,3417 18th St,San Francisco,CA,94110,NA,NA,,14157479261,72020_20161028,10/28/2016 0:00,98,Routine - Unscheduled,72020_20161028_103154,Unclean or degraded floors walls or ceilings,Low Risk,"3417 18th St, San Francisco, CA"
90939,Jiangnan Cuisine,3420 Balboa St,San Francisco,CA,94121,NA,NA,,14158439992,90939_20170407,4/7/2017 0:00,90,Routine - Unscheduled,90939_20170407_103154,Unclean or degraded floors walls or ceilings,Low Risk,"3420 Balboa St, San Francisco, CA"
79851,Tazaki Sushi,3420 Judah St,San Francisco,CA,94122,NA,NA,,14155566860,79851_20160830,8/30/2016 0:00,96,Routine - Unscheduled,79851_20160830_103154,Unclean or degraded floors walls or ceilings,Low Risk,"3420 Judah St, San Francisco, CA"
